ticket_id,created_at,customer_id,department,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,priority,status,assigned_team,has_attachment,sentiment_score,num_words,latitude,longitude,target_category,city,num_images,state
2935,2025-02-04T15:35:00,3433,Financeiro,Desktop,Windows,Chrome,WiFi,34,4,24,Falha de rede: perda de dados ao tentar importar dados.,Falha de rede: perda de dados ao tentar importar dados.,images/network.png,500,342,Média,Em andamento,N2,0,0.869,7,-26.936756,-51.452061,Rede,Campinas,0.0,PR
2936,2025-02-04T15:52:00,7804,Financeiro,Desktop,Windows,Chrome,5G,40,12,43,Problema de conectividade: falha durante enviar email.,Problema de conectividade: falha durante enviar email.,images/email.png,500,333,Média,Fechado,Infra,0,-0.931,6,-33.071486,-46.876504,Rede,Campinas,0.0,SP
2937,2025-02-04T16:09:00,9264,TI,Mobile,Windows,Chrome,WiFi,20,4,39,O computador apresenta apresenta erro e perda de dados.,O computador apresenta apresenta erro e perda de dados.,images/default_hardware.png,612,407,Alta,Aberto,Infra,0,0.678,4,-23.158082,-44.136786,Hardware,Belo Horizonte,0.0,MG
2938,2025-02-04T16:26:00,9540,Operações,Desktop,Linux,Chrome,5G,15,48,2,A conexão de rede está emite beep e tela preta.,A conexão de rede está emite beep e tela preta.,images/network.png,500,342,Baixa,Em andamento,N2,1,0.822,4,-27.256535,-52.788001,Rede,Curitiba,0.0,PR
2939,2025-02-04T16:43:00,3003,Financeiro,Mobile,Windows,Safari,4G,26,4,6,Falha crítica no teclado: fica lento com mensagem de erro.,Falha crítica no teclado: fica lento com mensagem de erro.,images/keyboard.png,500,375,Alta,Em andamento,N2,1,0.862,6,-24.899651,-48.471054,Hardware,Curitiba,0.0,BA
2940,2025-02-04T17:00:00,5934,RH,Mobile,Windows,Edge,Cabo,14,8,40,O usuário não consegue executar consulta devido a fica lento...,O usuário não consegue executar consulta devido a fica lento.,images/finance_report.png,738,414,Média,Aberto,N1,1,0.101,3,-25.830041,-51.204679,Acesso,Belo Horizonte,2.0,RS
2941,2025-02-04T17:17:00,7047,Financeiro,Desktop,Windows,Edge,4G,28,24,11,Falha de rede: tela azul ao tentar imprimir.,Falha de rede: tela azul ao tentar imprimir.,images/network.png,500,342,Baixa,Em andamento,Aplicações,1,-0.055,5,-23.887612,-43.334401,Rede,Belo Horizonte,3.0,RS
2942,2025-02-04T17:34:00,7388,TI,Desktop,Windows,Firefox,WiFi,30,8,45,O placa-mãe apresenta fica lento e sem resposta.,O placa-mãe apresenta fica lento e sem resposta.,images/motherboard.png,612,408,Baixa,Fechado,N2,0,-0.356,4,-27.95365,-53.0073,Hardware,São Paulo,3.0,MG
2943,2025-02-04T17:51:00,2907,RH,Desktop,Android,Firefox,4G,29,12,41,Falha no sistema de folha ao tentar enviar email.,Falha no sistema de folha ao tentar enviar email.,images/email.png,500,333,Crítica,Em andamento,N1,1,-0.402,4,-31.216944,-47.251808,RH,Belo Horizonte,2.0,SP
2944,2025-02-04T18:08:00,7551,RH,Desktop,Android,Chrome,WiFi,14,48,30,O usuário não consegue abrir documento devido a falha.,O usuário não consegue abrir documento devido a falha.,images/default_access.png,191,165,Média,Fechado,Infra,0,-0.362,5,-23.970704,-47.419092,Acesso,Campinas,2.0,PR
2945,2025-02-04T18:25:00,8716,RH,Notebook,iOS,Chrome,5G,1,4,11,O usuário não consegue imprimir devido a emite beep.,O usuário não consegue imprimir devido a emite beep.,images/default_access.png,191,165,Crítica,Aberto,N2,1,0.003,6,-25.071083,-47.744538,Acesso,São Paulo,0.0,RJ
2946,2025-02-04T18:42:00,4956,TI,Notebook,iOS,Firefox,4G,35,12,7,O sistema de recrutamento não está congela para fazer login.,O sistema de recrutamento não está congela para fazer login.,images/login.png,500,333,Média,Em andamento,N2,1,-0.948,4,-29.34949,-49.296592,RH,Belo Horizonte,2.0,SP
2947,2025-02-04T18:59:00,1030,RH,Desktop,Linux,Edge,4G,10,48,67,O placa-mãe apresenta emite beep e tela preta.,O placa-mãe apresenta emite beep e tela preta.,images/motherboard.png,612,408,Alta,Em andamento,Infra,0,-0.116,5,-30.932336,-51.96108,Hardware,Belo Horizonte,0.0,RS
2948,2025-02-04T19:16:00,2976,RH,Notebook,Linux,Firefox,5G,36,24,30,O aplicativo Word fecha inesperadamente quando importar dado...,O aplicativo Word fecha inesperadamente quando importar dados.,images/office.png,500,333,Alta,Em andamento,N2,0,0.52,7,-26.440159,-51.514054,Software,São Paulo,0.0,PR
2949,2025-02-04T19:33:00,5623,RH,Mobile,Android,Edge,WiFi,10,8,11,O módulo financeiro desliga ao executar consulta.,O módulo financeiro desliga ao executar consulta.,images/finance_report.png,738,414,Crítica,Fechado,Infra,1,0.678,6,-24.479899,-44.06214,Financeiro,São Paulo,0.0,MG
2950,2025-02-04T19:50:00,8756,TI,Mobile,Windows,Chrome,5G,16,48,66,O placa-mãe não responde e exibe tela piscando.,O placa-mãe não responde e exibe tela piscando.,images/motherboard.png,612,408,Média,Em andamento,N2,0,-0.836,6,-32.225401,-43.400395,Hardware,Santos,0.0,BA
2951,2025-02-04T20:07:00,7627,Operações,Mobile,iOS,Safari,4G,31,12,60,"Rede instável, falha ao acessar servidor de arquivos.","Rede instável, falha ao acessar servidor de arquivos.",images/network.png,500,342,Média,Fechado,Aplicações,0,-0.265,6,-29.04515,-47.206582,Rede,São Paulo,0.0,PR
2952,2025-02-04T20:24:00,9432,RH,Mobile,Linux,Firefox,WiFi,40,12,14,O usuário não consegue executar consulta devido a superaquec...,O usuário não consegue executar consulta devido a superaquece.,images/finance_report.png,738,414,Alta,Fechado,N1,1,0.025,3,-22.944062,-49.833305,Acesso,Belo Horizonte,0.0,MG
2953,2025-02-04T20:41:00,4229,RH,Desktop,iOS,Safari,4G,32,48,11,Problema de hardware: o SSD congela inesperadamente.,Problema de hardware: o SSD congela inesperadamente.,images/hard_drive.png,500,334,Baixa,Em andamento,N1,1,-0.865,4,-32.956653,-43.674604,Hardware,Curitiba,3.0,BA
2954,2025-02-04T20:58:00,8385,Financeiro,Mobile,Linux,Chrome,5G,34,8,54,Falha no sistema de folha ao tentar abrir documento.,Falha no sistema de folha ao tentar abrir documento.,images/payroll.png,612,408,Baixa,Fechado,N2,1,0.862,6,-30.455017,-50.38162,RH,Belo Horizonte,2.0,MG
2955,2025-02-04T21:15:00,6124,TI,Notebook,iOS,Chrome,5G,20,24,49,Relatório financeiro não não liga corretamente.,Relatório financeiro não não liga corretamente.,images/finance_report.png,738,414,Alta,Em andamento,N1,0,0.656,6,-27.925262,-45.568735,Financeiro,São Paulo,0.0,RS
2956,2025-02-04T21:32:00,1156,RH,Mobile,iOS,Edge,4G,14,24,1,Falha no Sistema ERP: congela ao tentar executar consulta.,Falha no Sistema ERP: congela ao tentar executar consulta.,images/sap_erp.png,612,344,Baixa,Aberto,Aplicações,0,0.05,3,-26.734957,-51.779165,Software,Campinas,3.0,RS
2957,2025-02-04T21:49:00,4589,Financeiro,Notebook,iOS,Chrome,WiFi,14,4,3,Falha de autenticação ao tentar importar dados.,Falha de autenticação ao tentar importar dados.,images/login.png,500,333,Baixa,Em andamento,Infra,0,-0.841,4,-23.837679,-45.630974,Acesso,Belo Horizonte,0.0,PR
2958,2025-02-04T22:06:00,7398,Financeiro,Notebook,Windows,Chrome,5G,33,12,53,Relatório financeiro não congela corretamente.,Relatório financeiro não congela corretamente.,images/finance_report.png,738,414,Média,Em andamento,Aplicações,1,0.083,6,-30.710265,-46.800268,Financeiro,Campinas,0.0,RJ
2959,2025-02-04T22:23:00,4522,RH,Notebook,Linux,Safari,4G,23,24,64,Erro no sistema de RH: congela ao executar consulta.,Erro no sistema de RH: congela ao executar consulta.,images/finance_report.png,738,414,Baixa,Aberto,N2,1,0.216,6,-29.084803,-44.271892,RH,Santos,3.0,RS
2960,2025-02-04T22:40:00,8769,Operações,Desktop,Windows,Chrome,Cabo,37,24,68,Problema de conectividade: superaquece durante abrir documen...,Problema de conectividade: superaquece durante abrir documento.,images/default_network.png,500,333,Alta,Aberto,N2,1,-0.134,6,-31.852072,-52.938086,Rede,São Paulo,1.0,BA
2961,2025-02-04T22:57:00,4528,Financeiro,Mobile,Linux,Firefox,5G,26,48,37,O sistema de folha não está não liga para enviar email.,O sistema de folha não está não liga para enviar email.,images/email.png,500,333,Baixa,Em andamento,N2,1,-0.049,6,-30.569513,-51.243453,RH,São Paulo,2.0,BA
2962,2025-02-04T23:14:00,2873,Financeiro,Mobile,iOS,Edge,5G,10,24,52,O acesso à aplicação web falha com não funciona.,O acesso à aplicação web falha com não funciona.,images/default_network.png,500,333,Crítica,Aberto,N2,0,-0.044,5,-28.502133,-49.286367,Rede,Santos,0.0,MG
2963,2025-02-04T23:31:00,4035,Operações,Desktop,Linux,Edge,5G,2,4,40,O acesso à VPN falha com reinicia sozinho.,O acesso à VPN falha com reinicia sozinho.,images/vpn.png,500,333,Alta,Em andamento,Infra,1,0.9,5,-33.258824,-48.73418,Rede,Belo Horizonte,1.0,PR
2964,2025-02-04T23:48:00,9794,TI,Desktop,Android,Firefox,Cabo,39,48,61,O acesso ao sistema de folha está bloqueado por reinicia soz...,O acesso ao sistema de folha está bloqueado por reinicia sozinho.,images/access_denied.png,612,408,Baixa,Fechado,Aplicações,1,-0.604,6,-27.504879,-47.645273,Acesso,Curitiba,1.0,RS
2965,2025-02-05T00:05:00,6940,Financeiro,Mobile,Android,Firefox,4G,26,12,15,Falha no sistema financeiro: desliga ao salvar arquivo.,Falha no sistema financeiro: desliga ao salvar arquivo.,images/finance_report.png,738,414,Baixa,Aberto,Infra,1,-0.096,6,-29.193099,-45.663713,Financeiro,São Paulo,0.0,RS
2966,2025-02-05T00:22:00,9034,Operações,Desktop,iOS,Firefox,5G,0,24,22,Relatório financeiro não emite beep corretamente.,Relatório financeiro não emite beep corretamente.,images/finance_report.png,738,414,Alta,Aberto,N2,0,-0.213,3,-31.094993,-52.644416,Financeiro,Belo Horizonte,3.0,SP
2967,2025-02-05T00:39:00,9312,Financeiro,Desktop,iOS,Edge,Cabo,19,4,2,Problema de login: não liga ao abrir documento.,Problema de login: não liga ao abrir documento.,images/login.png,500,333,Alta,Em andamento,Infra,0,-0.414,5,-30.251342,-47.672851,Acesso,Belo Horizonte,1.0,SP
2968,2025-02-05T00:56:00,8729,RH,Mobile,Android,Firefox,Cabo,33,24,18,O computador não responde e exibe mensagem de erro.,O computador não responde e exibe mensagem de erro.,images/default_hardware.png,612,407,Média,Fechado,N1,0,0.647,5,-25.802061,-52.304701,Hardware,São Paulo,0.0,SP
2969,2025-02-05T01:13:00,1906,RH,Desktop,iOS,Firefox,4G,13,8,29,"Rede instável, desliga ao acessar servidor de arquivos.","Rede instável, desliga ao acessar servidor de arquivos.",images/network.png,500,342,Baixa,Aberto,N2,1,-0.246,4,-27.3382,-50.392959,Rede,Santos,1.0,RJ
2970,2025-02-05T01:30:00,3821,Operações,Notebook,iOS,Firefox,Cabo,15,8,40,A conexão de rede está congela e tela preta.,A conexão de rede está congela e tela preta.,images/network.png,500,342,Crítica,Fechado,Aplicações,0,0.546,6,-31.835556,-51.615499,Rede,Campinas,1.0,PR
2971,2025-02-05T01:47:00,2643,RH,Desktop,Android,Edge,WiFi,29,8,4,A conexão de rede está congela e tela piscando.,A conexão de rede está congela e tela piscando.,images/network.png,500,342,Crítica,Fechado,N2,1,0.463,4,-30.748328,-45.0563,Rede,Santos,1.0,RS
2972,2025-02-05T02:04:00,4709,Financeiro,Notebook,Linux,Firefox,Cabo,9,4,29,Falha no sistema financeiro: congela ao exportar dados.,Falha no sistema financeiro: congela ao exportar dados.,images/finance_report.png,738,414,Crítica,Fechado,N1,0,0.643,6,-27.140028,-49.06567,Financeiro,Belo Horizonte,1.0,PR
2973,2025-02-05T02:21:00,2359,Financeiro,Notebook,Android,Edge,4G,19,8,60,Erro no ERP durante importar dados.,Erro no ERP durante importar dados.,images/sap_erp.png,612,344,Alta,Aberto,Aplicações,0,-0.673,4,-31.574241,-45.169754,Financeiro,Santos,1.0,MG
2974,2025-02-05T02:38:00,6783,Financeiro,Mobile,Linux,Safari,4G,5,8,26,O sistema SAP exibe emite beep ao abrir documento.,O sistema SAP exibe emite beep ao abrir documento.,images/sap_erp.png,612,344,Crítica,Em andamento,Infra,0,-0.772,3,-31.050247,-43.81355,Software,Curitiba,3.0,BA
2975,2025-02-05T02:55:00,8261,TI,Desktop,iOS,Chrome,4G,39,4,70,Problema de login: falha ao importar dados.,Problema de login: falha ao importar dados.,images/login.png,500,333,Alta,Aberto,N2,1,-0.209,5,-30.129249,-51.888302,Acesso,Santos,2.0,PR
2976,2025-02-05T03:12:00,2855,TI,Notebook,Windows,Chrome,Cabo,28,8,18,Erro no Sistema de tesouraria durante exportar dados.,Erro no Sistema de tesouraria durante exportar dados.,images/finance_report.png,738,414,Alta,Aberto,N1,0,0.952,6,-31.309211,-44.991501,Financeiro,Campinas,3.0,BA
2977,2025-02-05T03:29:00,1644,RH,Mobile,iOS,Safari,Cabo,0,24,3,O aplicativo Sistema de RH fecha inesperadamente quando expo...,O aplicativo Sistema de RH fecha inesperadamente quando exportar dados.,images/default_software.png,612,344,Crítica,Fechado,Aplicações,0,0.845,6,-30.391085,-48.850881,Software,Belo Horizonte,3.0,PR
2978,2025-02-05T03:46:00,6439,TI,Desktop,Android,Firefox,Cabo,20,4,32,O SAP exibe tela piscando ao gerar relatório.,O SAP exibe tela piscando ao gerar relatório.,images/sap_erp.png,612,344,Média,Em andamento,N2,0,0.235,6,-27.188017,-44.703271,Financeiro,São Paulo,3.0,SP
2979,2025-02-05T04:03:00,1904,TI,Desktop,iOS,Edge,Cabo,12,8,31,Erro de conexão no Sistema ERP durante a fazer login.,Erro de conexão no Sistema ERP durante a fazer login.,images/sap_erp.png,612,344,Média,Aberto,Aplicações,1,-0.382,5,-23.109252,-49.744348,Software,Campinas,0.0,BA
2980,2025-02-05T04:20:00,7764,Financeiro,Desktop,iOS,Edge,5G,35,8,56,Falha de rede: ruído ao tentar exportar dados.,Falha de rede: ruído ao tentar exportar dados.,images/network.png,500,342,Alta,Fechado,N1,0,-0.436,5,-31.62971,-51.513401,Rede,Belo Horizonte,0.0,RJ
2981,2025-02-05T04:37:00,9654,Financeiro,Desktop,Linux,Edge,5G,15,4,3,O sistema de folha não está superaquece para imprimir.,O sistema de folha não está superaquece para imprimir.,images/payroll.png,612,408,Baixa,Fechado,N2,0,0.525,7,-30.409781,-44.401973,RH,Campinas,0.0,RS
2982,2025-02-05T04:54:00,4902,RH,Desktop,Windows,Chrome,5G,9,48,27,O aplicativo Excel fecha inesperadamente quando salvar arqui...,O aplicativo Excel fecha inesperadamente quando salvar arquivo.,images/office.png,500,333,Média,Aberto,N1,0,-0.805,5,-25.54813,-53.04371,Software,São Paulo,2.0,PR
2983,2025-02-05T05:11:00,9433,Financeiro,Mobile,Windows,Edge,Cabo,2,48,57,Falha crítica no fonte: superaquece com tela piscando.,Falha crítica no fonte: superaquece com tela piscando.,images/power_supply.png,500,375,Crítica,Em andamento,N2,0,0.943,5,-27.222564,-50.031418,Hardware,Belo Horizonte,0.0,PR
2984,2025-02-05T05:28:00,3287,Operações,Notebook,Linux,Firefox,5G,5,12,62,O notebook apresenta não liga e tela piscando.,O notebook apresenta não liga e tela piscando.,images/default_hardware.png,612,407,Alta,Aberto,Aplicações,1,0.622,3,-31.31277,-51.83886,Hardware,Campinas,1.0,PR
2985,2025-02-05T05:45:00,5476,Financeiro,Desktop,Windows,Safari,4G,37,8,54,Problema de conectividade: não liga durante abrir documento.,Problema de conectividade: não liga durante abrir documento.,images/default_network.png,500,333,Baixa,Em andamento,N1,1,0.43,4,-23.487411,-45.343787,Rede,Santos,3.0,RS
2986,2025-02-05T06:02:00,8944,Operações,Desktop,Android,Safari,4G,34,12,68,O sistema Word exibe desliga ao executar consulta.,O sistema Word exibe desliga ao executar consulta.,images/office.png,500,333,Baixa,Aberto,N1,1,0.649,5,-24.83612,-45.301637,Software,Curitiba,0.0,RJ
2987,2025-02-05T06:19:00,6264,RH,Desktop,Linux,Firefox,Cabo,21,48,55,O usuário relatou que o placa-mãe apresenta erro durante o a...,O usuário relatou que o placa-mãe apresenta erro durante o abertura de arquivo.,images/motherboard.png,612,408,Média,Em andamento,N2,0,-0.545,6,-23.896551,-51.801842,Hardware,Belo Horizonte,2.0,RS
2988,2025-02-05T06:36:00,1272,TI,Notebook,Linux,Firefox,WiFi,23,24,50,A conexão de rede está superaquece e tela azul.,A conexão de rede está superaquece e tela azul.,images/network.png,500,342,Baixa,Em andamento,Aplicações,0,0.456,5,-32.622468,-46.785187,Rede,Santos,3.0,BA
2989,2025-02-05T06:53:00,5228,Operações,Desktop,Windows,Edge,Cabo,39,48,66,O placa de vídeo apresenta reinicia sozinho e tela preta.,O placa de vídeo apresenta reinicia sozinho e tela preta.,images/motherboard.png,612,408,Crítica,Aberto,N1,1,0.209,6,-29.551359,-43.726173,Hardware,Santos,2.0,RJ
2990,2025-02-05T07:10:00,8790,Financeiro,Desktop,Windows,Safari,5G,27,4,19,O sistema Excel exibe fica lento ao salvar arquivo.,O sistema Excel exibe fica lento ao salvar arquivo.,images/office.png,500,333,Crítica,Fechado,Aplicações,1,0.571,7,-29.679252,-50.109103,Software,Belo Horizonte,3.0,MG
2991,2025-02-05T07:27:00,8094,Financeiro,Mobile,Windows,Firefox,Cabo,30,24,39,O Módulo de notas fiscais exibe perda de dados ao gerar rela...,O Módulo de notas fiscais exibe perda de dados ao gerar relatório.,images/finance_report.png,738,414,Média,Fechado,N2,1,0.428,5,-28.70084,-50.692136,Financeiro,Belo Horizonte,2.0,BA
2992,2025-02-05T07:44:00,1669,TI,Notebook,iOS,Firefox,4G,10,48,10,Falha de autenticação ao tentar importar dados.,Falha de autenticação ao tentar importar dados.,images/login.png,500,333,Média,Aberto,Infra,0,0.754,5,-23.461263,-48.946612,Acesso,São Paulo,0.0,RJ
2993,2025-02-05T08:01:00,3594,TI,Desktop,Android,Safari,Cabo,24,24,59,O sistema Sistema ERP exibe superaquece ao imprimir.,O sistema Sistema ERP exibe superaquece ao imprimir.,images/sap_erp.png,612,344,Alta,Aberto,N2,0,-0.615,6,-31.719498,-52.617301,Software,Curitiba,2.0,BA
2994,2025-02-05T08:18:00,1457,TI,Notebook,Linux,Firefox,Cabo,32,48,40,O usuário não consegue imprimir devido a não funciona.,O usuário não consegue imprimir devido a não funciona.,images/default_access.png,191,165,Baixa,Em andamento,Infra,0,0.858,4,-24.712059,-48.293242,Acesso,Campinas,3.0,SP
2995,2025-02-05T08:35:00,4274,TI,Notebook,Android,Edge,WiFi,27,24,58,Problema de hardware: o teclado congela inesperadamente.,Problema de hardware: o teclado congela inesperadamente.,images/keyboard.png,500,375,Crítica,Fechado,Aplicações,0,0.273,6,-26.548916,-43.435753,Hardware,Belo Horizonte,0.0,RS
2996,2025-02-05T08:52:00,7537,Financeiro,Notebook,Android,Edge,5G,12,24,5,"Rede instável, emite beep ao acessar intranet.","Rede instável, emite beep ao acessar intranet.",images/network.png,500,342,Baixa,Fechado,N1,1,-0.761,5,-31.232175,-48.64647,Rede,São Paulo,1.0,RJ
2997,2025-02-05T09:09:00,1102,Financeiro,Desktop,iOS,Firefox,4G,40,24,52,Problema de hardware: o SSD não liga inesperadamente.,Problema de hardware: o SSD não liga inesperadamente.,images/hard_drive.png,500,334,Baixa,Fechado,N1,0,-0.612,4,-24.738368,-43.73596,Hardware,Santos,2.0,MG
2998,2025-02-05T09:26:00,8047,TI,Desktop,Linux,Safari,5G,3,8,5,O usuário não consegue executar consulta devido a não funcio...,O usuário não consegue executar consulta devido a não funciona.,images/finance_report.png,738,414,Média,Em andamento,N2,1,-0.525,3,-29.229924,-47.782913,RH,Curitiba,3.0,RJ
2999,2025-02-05T09:43:00,8245,RH,Mobile,Windows,Edge,5G,27,4,6,O SSD não responde e exibe tela preta.,O SSD não responde e exibe tela preta.,images/hard_drive.png,500,334,Crítica,Fechado,N2,0,0.168,3,-27.546871,-51.237185,Hardware,São Paulo,2.0,PR
3000,2025-02-05T10:00:00,7369,TI,Desktop,Linux,Safari,Cabo,26,8,18,A conexão de rede está reinicia sozinho e cheiro de queimado...,A conexão de rede está reinicia sozinho e cheiro de queimado.,images/network.png,500,342,Baixa,Em andamento,Aplicações,1,0.762,5,-27.042325,-50.517324,Rede,Santos,0.0,RS
3001,2025-02-05T10:17:00,9541,TI,Desktop,Linux,Safari,Cabo,17,4,12,Falha no sistema de folha ao tentar abrir documento.,Falha no sistema de folha ao tentar abrir documento.,images/payroll.png,612,408,Baixa,Em andamento,N2,0,-0.509,6,-31.092247,-51.112775,RH,Curitiba,1.0,PR
3002,2025-02-05T10:34:00,5403,Operações,Mobile,iOS,Edge,4G,17,12,66,O Navegador apresenta ruído e não gerar relatório.,O Navegador apresenta ruído e não gerar relatório.,images/browser.png,500,333,Baixa,Em andamento,Infra,1,0.821,6,-24.254953,-46.808384,Software,Campinas,2.0,RJ
3003,2025-02-05T10:51:00,6371,TI,Notebook,Android,Chrome,5G,37,12,13,Erro no ERP durante executar consulta.,Erro no ERP durante executar consulta.,images/sap_erp.png,612,344,Baixa,Em andamento,N1,0,-0.722,5,-24.472035,-49.210155,Financeiro,Santos,3.0,PR
3004,2025-02-05T11:08:00,3423,Financeiro,Mobile,iOS,Chrome,4G,30,4,53,O sistema de folha apresenta perda de dados durante exportar...,O sistema de folha apresenta perda de dados durante exportar dados.,images/payroll.png,612,408,Média,Fechado,Aplicações,1,-0.934,6,-25.349599,-46.579684,RH,Belo Horizonte,0.0,RS
3005,2025-02-05T11:25:00,8303,RH,Notebook,Windows,Edge,5G,1,4,52,O mouse não responde e exibe mensagem de erro.,O mouse não responde e exibe mensagem de erro.,images/mouse.png,500,335,Crítica,Aberto,N2,1,-0.127,6,-30.178598,-43.223847,Hardware,Santos,1.0,BA
3006,2025-02-05T11:42:00,7089,TI,Mobile,Windows,Firefox,5G,6,12,23,Problema de hardware: o teclado superaquece inesperadamente.,Problema de hardware: o teclado superaquece inesperadamente.,images/keyboard.png,500,375,Média,Em andamento,Infra,1,0.172,6,-24.14151,-51.016441,Hardware,Curitiba,2.0,RJ
3007,2025-02-05T11:59:00,9841,TI,Mobile,iOS,Firefox,4G,35,4,6,Erro no ERP durante exportar dados.,Erro no ERP durante exportar dados.,images/sap_erp.png,612,344,Alta,Aberto,N1,1,-0.796,6,-32.648835,-52.018528,Financeiro,Santos,0.0,MG
3008,2025-02-05T12:16:00,6679,Financeiro,Desktop,iOS,Firefox,5G,40,8,12,O módulo financeiro desliga ao salvar arquivo.,O módulo financeiro desliga ao salvar arquivo.,images/finance_report.png,738,414,Baixa,Fechado,Infra,1,-0.945,6,-25.956317,-51.514956,Financeiro,São Paulo,0.0,RS
3009,2025-02-05T12:33:00,4869,Financeiro,Desktop,Linux,Chrome,WiFi,19,8,29,Falha no Sistema de Notas Fiscais: superaquece ao tentar abr...,Falha no Sistema de Notas Fiscais: superaquece ao tentar abrir documento.,images/default_software.png,612,344,Baixa,Em andamento,Infra,1,0.635,6,-26.933973,-44.475556,Software,Campinas,3.0,RJ
3010,2025-02-05T12:50:00,2280,Operações,Mobile,Windows,Edge,Cabo,37,12,40,"Rede instável, fica lento ao acessar banco de dados.","Rede instável, fica lento ao acessar banco de dados.",images/network.png,500,342,Média,Fechado,Infra,1,0.683,7,-23.670627,-44.844254,Rede,São Paulo,0.0,PR
3011,2025-02-05T13:07:00,9550,Financeiro,Desktop,iOS,Edge,WiFi,16,48,58,O módulo financeiro fica lento ao enviar email.,O módulo financeiro fica lento ao enviar email.,images/email.png,500,333,Crítica,Aberto,Aplicações,0,-0.991,3,-27.423979,-52.583616,Financeiro,Campinas,0.0,SP
3012,2025-02-05T13:24:00,1996,RH,Mobile,Linux,Firefox,Cabo,17,4,11,O Módulo de notas fiscais exibe tela azul ao gerar relatório...,O Módulo de notas fiscais exibe tela azul ao gerar relatório.,images/finance_report.png,738,414,Crítica,Aberto,N1,0,0.552,6,-23.585164,-48.503146,Financeiro,Belo Horizonte,0.0,BA
3013,2025-02-05T13:41:00,8597,Financeiro,Notebook,Linux,Chrome,WiFi,27,24,45,O Sistema de tesouraria exibe mensagem de erro ao gerar rela...,O Sistema de tesouraria exibe mensagem de erro ao gerar relatório.,images/finance_report.png,738,414,Baixa,Em andamento,Infra,1,-0.533,6,-33.253079,-51.614438,Financeiro,São Paulo,0.0,PR
3014,2025-02-05T13:58:00,2125,RH,Notebook,Android,Firefox,4G,16,8,12,O placa de vídeo apresenta superaquece e tela preta.,O placa de vídeo apresenta superaquece e tela preta.,images/motherboard.png,612,408,Crítica,Aberto,Aplicações,0,0.767,4,-26.693083,-51.956303,Hardware,Campinas,1.0,PR
3015,2025-02-05T14:15:00,4956,TI,Mobile,Android,Firefox,Cabo,37,12,53,Relatório financeiro não falha corretamente.,Relatório financeiro não falha corretamente.,images/finance_report.png,738,414,Média,Fechado,N1,1,0.644,6,-32.530292,-49.415699,Financeiro,São Paulo,0.0,MG
3016,2025-02-05T14:32:00,2532,TI,Desktop,iOS,Firefox,5G,35,24,52,O usuário não consegue imprimir devido a desliga.,O usuário não consegue imprimir devido a desliga.,images/default_hr.png,612,408,Baixa,Fechado,Aplicações,0,0.217,7,-28.540392,-47.486693,RH,Belo Horizonte,2.0,RJ
3017,2025-02-05T14:49:00,4762,RH,Notebook,iOS,Safari,Cabo,30,8,63,"Rede instável, reinicia sozinho ao acessar internet.","Rede instável, reinicia sozinho ao acessar internet.",images/network.png,500,342,Baixa,Fechado,N1,1,0.885,3,-27.124242,-50.931565,Rede,Santos,2.0,SP
3018,2025-02-05T15:06:00,2217,TI,Mobile,Windows,Firefox,Cabo,17,48,56,O usuário relatou que o cooler reinicia sozinho durante o im...,O usuário relatou que o cooler reinicia sozinho durante o impressão.,images/cooler.png,500,750,Alta,Fechado,N1,0,-1.0,6,-23.89981,-52.840031,Hardware,São Paulo,2.0,RS
3019,2025-02-05T15:23:00,1928,TI,Mobile,Android,Edge,Cabo,32,24,47,Erro no sistema de RH: emite beep ao executar consulta.,Erro no sistema de RH: emite beep ao executar consulta.,images/finance_report.png,738,414,Baixa,Fechado,Infra,1,-0.5,4,-24.406655,-47.686296,RH,Campinas,2.0,SP
3020,2025-02-05T15:40:00,7295,Operações,Mobile,Windows,Chrome,Cabo,28,8,51,Falha no sistema financeiro: não liga ao salvar arquivo.,Falha no sistema financeiro: não liga ao salvar arquivo.,images/finance_report.png,738,414,Crítica,Fechado,Infra,1,0.865,6,-28.152373,-49.820905,Financeiro,Campinas,0.0,BA
3021,2025-02-05T15:57:00,9110,Operações,Mobile,Linux,Safari,WiFi,18,12,51,O usuário não consegue imprimir devido a não liga.,O usuário não consegue imprimir devido a não liga.,images/default_hr.png,612,408,Crítica,Em andamento,Aplicações,1,0.785,7,-33.128491,-52.665239,RH,Campinas,0.0,PR
3022,2025-02-05T16:14:00,8265,Financeiro,Notebook,iOS,Chrome,4G,33,48,9,O usuário não consegue gerar relatório devido a fica lento.,O usuário não consegue gerar relatório devido a fica lento.,images/finance_report.png,738,414,Crítica,Em andamento,N2,0,0.359,6,-31.590098,-47.071098,Acesso,Campinas,2.0,PR
3023,2025-02-05T16:31:00,5515,RH,Desktop,Android,Safari,5G,33,12,22,Erro no ERP durante abrir documento.,Erro no ERP durante abrir documento.,images/sap_erp.png,612,344,Alta,Em andamento,Infra,1,0.696,4,-24.295617,-51.226021,Financeiro,Santos,1.0,SP
